"","resp_id","sn","site","fokontany","main_house_rm","house_qlty","tlu","food_sec","mplayer_num","irrigated_rice","lightAvail","Migrant","hh_age","M_reason","hh_size","dist2park","dist_migrated","PC1","PC2","MigrantF"
"514","VBA019",469,"Mantadia","Vohibazaha",1,2,0.03,12,0,0,1,1,-100,NA,1,2149,NA,0.339165114260362,-2.02583117384329,"Non-migrant"
"515","VBA020",470,"Mantadia","Vohibazaha",1,2,0.1,5,0,0,1,1,6,NA,5,2167,NA,-0.435144815130702,-1.46473121383086,"Non-migrant"
"516","VBA021",471,"Mantadia","Vohibazaha",1,1,0.02,12,0,0,2,1,2,NA,3,-51,NA,-0.12348152099676,-0.478631291993504,"Non-migrant"
"517","VBA022",472,"Mantadia","Vohibazaha",1,2,0.05,11,0,0,3,1,44,NA,7,-33,NA,0.852505821721541,-1.52665597444016,"Non-migrant"
"518","VBA023",473,"Mantadia","Vohibazaha",1,1,0.03,10,0,1,3,1,16,NA,7,-248,NA,0.514590362600838,-0.309933562099591,"Non-migrant"
"519","VBA024",474,"Mantadia","Vohibazaha",2,1,0.05,9,0,0,3,1,10,NA,5,-122,NA,0.280422152771038,-0.262984456947137,"Non-migrant"
"520","VBA025",475,"Mantadia","Vohibazaha",1,2,0.51,11,1,0,3,1,9,NA,6,-866,NA,1.50378956662772,-0.134646478732136,"Non-migrant"
"521","VBA026",476,"Mantadia","Vohibazaha",1,2,0.51,12,0,0,3,1,28,NA,9,-78,NA,1.02394726785291,-1.43564655189205,"Non-migrant"
"522","VBA027",477,"Mantadia","Vohibazaha",1,2,0.24,8,0,0,2,1,4,NA,4,-558,NA,0.230034221207945,-1.43560320615827,"Non-migrant"
"523","VBA028",478,"Mantadia","Vohibazaha",2,1,0.02,7,0,0,3,1,4,NA,7,146,NA,0.0527199207637352,-0.120879391135824,"Non-migrant"
"524","VBA029",479,"Mantadia","Vohibazaha",1,2,0,5,0,0,3,1,50,NA,1,3703,NA,0.174575784587517,-1.08577341022386,"Non-migrant"
"525","VBA030",480,"Mantadia","Vohibazaha",2,2,0.01,8,0,1,3,1,20,NA,3,3323,NA,1.48528555221463,-1.73985295452559,"Non-migrant"
"526","VBA031",481,"Mantadia","Vohibazaha",1,2,0.04,12,0,0,3,1,4,NA,4,4157,NA,0.963121525920265,-1.60681311158479,"Non-migrant"
"527","VBA032",482,"Mantadia","Vohibazaha",1,1,0.01,12,0,1,3,1,4,NA,3,4096,NA,0.735821770998285,-0.470247836388855,"Non-migrant"
"528","VBA033",483,"Mantadia","Vohibazaha",1,1,0.02,6,0,0,3,1,4,NA,6,3973,NA,-0.483609611051963,0.188148590982198,"Non-migrant"
"529","VBA034",484,"Mantadia","Vohibazaha",1,1,0.02,6,0,0,3,1,2,NA,3,3943,NA,-0.483609611051963,0.188148590982198,"Non-migrant"
"530","VBA035",485,"Mantadia","Vohibazaha",1,2,0.33,10,1,0,3,1,20,NA,7,3973,NA,1.36858473271154,-0.12368433380372,"Non-migrant"
"531","VBA036",486,"Mantadia","Vohibazaha",1,1,0.08,10,0,0,3,1,38,NA,5,2141,NA,-0.0282051470373567,-0.0960615406404266,"Non-migrant"
"532","VBA037",487,"Mantadia","Vohibazaha",1,2,0.23,6,0,0,1,1,10,NA,6,33,NA,-0.306410804824381,-1.49390256723723,"Non-migrant"
"533","VBA038",488,"Mantadia","Vohibazaha",1,1,2.2,8,0,0,1,1,20,NA,5,87,NA,-0.600324210758774,0.413663269159893,"Non-migrant"
"534","VBA039",489,"Mantadia","Vohibazaha",1,1,0.04,6,0,0,3,1,1,NA,3,18,NA,-0.48102128160802,0.195432274373379,"Non-migrant"
"535","VBA040",490,"Mantadia","Vohibazaha",1,2,0.08,8,0,0,3,1,8,NA,3,248,NA,0.520658709125371,-1.28618456300627,"Non-migrant"
"536","VBA041",491,"Mantadia","Vohibazaha",1,1,0.1,5,0,0,1,1,30,NA,4,33,NA,-1.20782840913482,-0.121577600566942,"Non-migrant"
"537","VBA042",492,"Mantadia","Vohibazaha",1,1,0.02,7,0,1,3,1,1,NA,3,5,NA,0.177566591116783,-0.0840295174480564,"Non-migrant"
"538","VBA043",493,"Mantadia","Vohibazaha",1,2,2.7,12,0,0,3,1,30,NA,5,78,NA,1.30736934196461,-0.638083220557777,"Non-migrant"
"539","VBA044",494,"Mantadia","Vohibazaha",1,2,0.02,10,0,0,3,1,5,NA,5,85,NA,0.736713458634933,-1.46106620407789,"Non-migrant"
"540","VBA045",495,"Mantadia","Vohibazaha",1,2,0.2,8,0,0,1,1,6,NA,5,3973,NA,-0.0864735611489052,-1.65785868322209,"Non-migrant"
"541","VBA046",496,"Mantadia","Vohibazaha",1,2,0.02,7,0,0,1,1,4,NA,3,3973,NA,-0.221678395065082,-1.64689653829367,"Non-migrant"
"542","VBA047",497,"Mantadia","Vohibazaha",1,2,0.06,7,0,0,3,1,6,NA,7,3289,NA,0.406160510760734,-1.2169529509484,"Non-migrant"
"543","VBA048",498,"Mantadia","Vohibazaha",1,2,0.74,10,0,0,3,1,41,NA,3,3323,NA,0.829893318616862,-1.19885360199539,"Non-migrant"
"544","VBA049",499,"Mantadia","Vohibazaha",1,2,0.05,4,0,0,3,1,10,NA,7,3323,NA,0.0691367392766787,-0.991048906296869,"Non-migrant"
"545","VBA050",500,"Mantadia","Vohibazaha",1,2,0.02,5,1,1,3,1,8,NA,6,3973,NA,1.31818261497501,-0.0496677621030235,"Non-migrant"
"546","VBA051",501,"Mantadia","Vohibazaha",1,2,0.12,6,0,0,1,1,20,NA,7,3973,NA,-0.320646616766065,-1.53396282588873,"Non-migrant"
"547","VBA052",502,"Mantadia","Vohibazaha",2,2,0,10,1,1,3,1,5,NA,4,3973,NA,2.29956329302955,-0.672040609408393,"Non-migrant"
"548","VBA053",503,"Mantadia","Vohibazaha",3,2,1.7,9,0,0,3,1,23,NA,10,3973,NA,1.69106258879541,-1.23774687710764,"Non-migrant"
"549","VBA054",504,"Mantadia","Vohibazaha",1,2,0.07,9,0,0,1,1,8,NA,9,3973,NA,0.00861216638616316,-1.7817179207138,"Non-migrant"
"550","VBA055",505,"Mantadia","Vohibazaha",2,2,0.25,5,0,1,1,1,23,NA,8,3973,NA,0.557953651841921,-1.8382790880472,"Non-migrant"
"551","VBA056",506,"Mantadia","Vohibazaha",2,2,0.05,10,0,1,2,1,12,NA,5,3973,NA,1.40295082547493,-2.08600428892277,"Non-migrant"
"552","VBA057",507,"Mantadia","Vohibazaha",1,2,0.25,12,0,0,1,1,1,NA,3,2121,NA,0.367636738143729,-1.9457106565403,"Non-migrant"
"553","VVE001",508,"Mantadia","Volove",1,1,0.15,7,1,0,3,1,7,NA,10,2518,NA,0.23687656694986,1.3834620152867,"Non-migrant"
"554","VVE002",509,"Mantadia","Volove",1,1,0,4,0,0,0,1,28,NA,4,2914,NA,-1.64401104874419,-0.289168832355256,"Non-migrant"
"555","VVE003",510,"Mantadia","Volove",1,1,0.13,5,0,0,1,1,11,NA,8,2951,NA,-1.2039459149689,-0.110652075480171,"Non-migrant"
"556","VVE004",511,"Mantadia","Volove",1,1,0.05,6,0,0,2,1,6,NA,7,2452,NA,-0.791058240355014,-0.00861399421248293,"Non-migrant"
"557","VVE005",512,"Mantadia","Volove",1,1,0.27,9,0,0,2,0,6,4,5,1409,18.22,-0.426857009709563,-0.158039363256622,"Migrant"
"558","VVE006",513,"Mantadia","Volove",1,2,0.49,6,1,0,3,0,10,3,4,1359,108.909,0.941651892580305,0.240646315121891,"Migrant"
"559","VVE007",514,"Mantadia","Volove",1,1,0.05,5,0,0,1,1,10,NA,11,3343,NA,-1.21429923274467,-0.139786809044894,"Non-migrant"
"560","VVE008",515,"Mantadia","Volove",1,1,0.3,8,0,0,1,1,13,NA,6,3285,NA,-0.84621550793331,-0.278286653002262,"Non-migrant"
"561","VVE009",516,"Mantadia","Volove",1,1,0.09,7,1,1,2,1,45,NA,3,1379,NA,0.467046788397118,0.958260041850495,"Non-migrant"
"562","VVE010",517,"Mantadia","Volove",1,2,0.08,8,0,1,3,1,1,NA,3,1346,NA,1.06992504237342,-1.48184737598748,"Non-migrant"
"563","VVE011",518,"Mantadia","Volove",1,2,0.04,6,0,0,1,0,4,3,6,855,0,-0.330999934541834,-1.56309755945345,"Migrant"
"564","VVE012",519,"Mantadia","Volove",1,1,0.07,7,0,0,1,1,3,NA,4,1378,NA,-0.987891165459343,-0.285533716551796,"Non-migrant"
"565","VVE013",520,"Mantadia","Volove",1,2,0.08,8,0,0,3,1,-100,NA,2,1179,NA,0.520658709125371,-1.28618456300627,"Non-migrant"
"566","VVE014",521,"Mantadia","Volove",1,1,4.24,12,0,0,1,1,1,NA,8,1528,NA,0.111324868206137,0.850537793264144,"Non-migrant"
"567","VVE015",522,"Mantadia","Volove",1,1,0,10,0,0,3,1,3,NA,3,1453,NA,-0.0385584648131266,-0.125196274205149,"Non-migrant"
"568","VVE016",523,"Mantadia","Volove",1,2,0.1,12,0,1,3,1,10,NA,5,1465,NA,1.52015284750014,-1.78062487439246,"Non-migrant"
"569","VVE017",524,"Mantadia","Volove",1,2,7.2,4,1,1,2,1,20,NA,4,1459,NA,1.8241518929607,2.43400176049839,"Non-migrant"
"570","VVE018",525,"Mantadia","Volove",1,2,0.04,10,0,0,3,1,34,NA,3,2427,NA,0.739301788078875,-1.45378252068671,"Non-migrant"
"571","VVE019",526,"Mantadia","Volove",1,1,0.05,8,0,0,3,1,3,NA,4,1364,NA,-0.25590737904466,0.0460435251708859,"Non-migrant"
"572","VVE020",527,"Mantadia","Volove",1,1,0.06,8,0,0,3,1,32,NA,6,2279,NA,-0.254613214322688,0.0496853668664762,"Non-migrant"
"573","VVE021",528,"Mantadia","Volove",1,2,0.06,11,0,0,3,0,16,4,6,1367,22.04,0.853799986443512,-1.52301413274457,"Migrant"
"574","VVE022",529,"Mantadia","Volove",1,2,0.04,9,0,0,3,1,34,NA,3,1328,NA,0.627391919158181,-1.37726722523767,"Non-migrant"
"575","VVE023",530,"Mantadia","Volove",1,2,0.02,5,0,1,3,1,50,NA,11,4444,NA,0.72643044727951,-1.27415253981389,"Non-migrant"
"576","VVE024",531,"Mantadia","Volove",1,1,0.05,4,0,0,2,1,3,NA,3,3048,NA,-1.0148779781964,0.144416596685601,"Non-migrant"
"577","VVE025",532,"Mantadia","Volove",1,2,0.06,10,0,0,3,1,39,NA,5,31,NA,0.741890117522818,-1.44649883729553,"Non-migrant"
"578","VVE026",533,"Mantadia","Volove",1,2,0.24,7,0,1,3,1,26,NA,6,1420,NA,0.978721809004267,-1.34706261340899,"Non-migrant"
"579","VVE027",534,"Mantadia","Volove",1,1,0.03,12,0,0,3,1,15,NA,3,495,NA,0.189143767194176,-0.267301340016461,"Non-migrant"
"580","VVE028",535,"Mantadia","Volove",1,1,0.04,9,0,0,3,1,36,NA,3,1465,NA,-0.145291674845936,-0.034113611973746,"Non-migrant"
"581","VVE029",536,"Mantadia","Volove",1,1,0.05,12,0,0,3,1,4,NA,1,1387,NA,0.191732096638119,-0.260017656625281,"Non-migrant"
"582","VVE030",537,"Mantadia","Volove",1,2,0.1,10,1,0,3,1,38,NA,11,1353,NA,1.3388189441062,-0.207446692802296,"Non-migrant"
"583","VVE031",538,"Mantadia","Volove",1,2,0.05,5,0,0,3,1,46,NA,2,1935,NA,0.181046608197373,-1.06756420174591,"Non-migrant"
"584","VVE032",539,"Mantadia","Volove",2,2,0.08,12,1,1,3,1,26,NA,6,1367,NA,2.53373634864671,-0.795936466741755,"Non-migrant"
"585","VVE033",540,"Mantadia","Volove",1,1,0.14,7,0,0,3,1,7,NA,5,2361,NA,-0.356169765467613,0.15533539588024,"Non-migrant"
"586","VVE034",541,"Mantadia","Volove",1,1,0,4,0,0,1,1,22,NA,4,1367,NA,-1.33267992527523,-0.0814807220738032,"Non-migrant"
"587","VVE035",542,"Mantadia","Volove",1,1,0.01,3,0,0,2,1,1,NA,2,1879,NA,-1.13196450600498,0.206364525352281,"Non-migrant"
"588","VVE036",543,"Mantadia","Volove",1,1,0.05,2,0,1,2,1,19,NA,8,1942,NA,-0.689431382789742,0.101784374602471,"Non-migrant"
"589","VVE037",544,"Mantadia","Volove",1,1,0.08,7,0,1,3,1,10,NA,8,1336,NA,0.18533157944861,-0.0621784672745147,"Non-migrant"
"590","VVE038",545,"Mantadia","Volove",1,1,0,3,0,1,1,1,3,NA,4,1332,NA,-0.895323460947869,-0.200628239605975,"Non-migrant"
"591","VVE039",546,"Mantadia","Volove",1,2,0.08,12,0,0,3,1,40,NA,3,1326,NA,0.96829818480815,-1.59224574480243,"Non-migrant"
"592","VVE040",547,"Mantadia","Volove",1,1,0.02,2,0,0,1,1,32,NA,3,1367,NA,-1.55391133367267,0.0788335522154607,"Non-migrant"
"593","VVE041",548,"Mantadia","Volove",1,1,0.15,8,0,0,2,1,13,NA,7,1367,NA,-0.554296855293913,-0.125226168154664,"Non-migrant"
"594","VVE042",549,"Mantadia","Volove",1,1,0.12,8,0,0,1,1,5,NA,4,1367,NA,-0.869510472928792,-0.343839803522887,"Non-migrant"
"595","VVE043",550,"Mantadia","Volove",1,2,0.01,10,0,0,3,1,20,NA,8,1367,NA,0.735419293912962,-1.46470804577348,"Non-migrant"
"596","VVE044",551,"Mantadia","Volove",2,2,0.5,12,0,0,3,1,23,NA,6,1962,NA,1.44707276602594,-1.67180108025662,"Non-migrant"
"597","VVE045",552,"Mantadia","Volove",1,2,0.01,12,0,0,3,1,3,NA,2,831,NA,0.959239031754351,-1.61773863667156,"Non-migrant"
"598","VVE046",553,"Mantadia","Volove",1,2,6,10,0,0,1,1,15,NA,9,754,NA,0.887961715435803,0.301378909322196,"Non-migrant"
"599","VVE047",554,"Mantadia","Volove",1,1,0,5,0,0,1,0,-100,4,1,1480,116.28,-1.22077005635453,-0.157996017522845,"Migrant"
