"","resp_id","site","Mig_status","Reason","hh_age","hh_size","dist2park","dist_mig","PA","new_dist","education","MigrantF","z.Mig_status","z.Reason","z.hh_age","z.hh_size","z.dist2park","z.dist_mig","c.PA","z.new_dist","c.education","c.MigrantF"
"45","AMB045","Zahamena",0,4,2,2,2309,0,"Established",8.828,"Low","Migrant",-1.30263266190122,0.107158416093416,-0.94632172199893,-1.4682642754564,0.160715050275895,-0.422190471883088,-0.548148148148148,-0.345165270768911,-0.1,-0.62962962962963
"46","AMB046","Zahamena",1,NA,10,7,2293,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.301712791214418,0.564717029021691,0.152819166399516,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"47","AMB047","Zahamena",1,NA,5,3,2318,NA,"Established",NA,"High","Non-migrant",0.766254507000716,NA,-0.704593372954738,-1.06166801456078,0.165156484956357,NA,-0.548148148148148,NA,0.9,0.37037037037037
"48","AMB048","Zahamena",1,NA,35,6,2408,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,1.71269011748718,0.158120768126074,0.209570831760984,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"49","AMB049","Zahamena",1,NA,40,3,2051,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,2.11557069922751,-1.06166801456078,0.0333939227692977,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"50","AMB050","Zahamena",1,NA,12,5,2025,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.14056055851829,-0.248475492769544,0.0205631114701833,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"51","AMB051","Zahamena",1,NA,9,8,2019,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.382288907562482,0.971313289917309,0.0176021550165415,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"52","AMB052","Zahamena",1,NA,4,4,2384,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.785169489302802,-0.655071753665162,0.197727005946417,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"53","AMB053","Zahamena",1,NA,14,9,2503,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,0.0205916741778387,1.37790955081293,0.256452642276979,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"54","AMB054","Zahamena",1,NA,42,7,2494,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,2.27672293192363,0.564717029021691,0.252011207596516,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"55","AMB055","Zahamena",1,NA,17,5,2499,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,0.262320023222031,-0.248475492769544,0.254478671307884,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"56","AMB056","Zahamena",1,NA,14,8,2481,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,0.0205916741778387,0.971313289917309,0.245595801946959,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"57","AMB057","Zahamena",1,NA,8,6,2255,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.462865023910546,0.158120768126074,0.134066442193119,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"58","AMB058","Zahamena",1,NA,40,4,2297,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,2.11557069922751,-0.655071753665162,0.154793137368611,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"59","AMB059","Zahamena",1,NA,7,4,2270,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.54344114025861,-0.655071753665162,0.141468833327223,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"60","AMB060","Zahamena",1,NA,14,8,2294,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,0.0205916741778387,0.971313289917309,0.15331265914179,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"61","AMB061","Zahamena",1,NA,25,4,2477,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,0.906928954006544,-0.655071753665162,0.243621830977865,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"62","AMB062","Zahamena",1,NA,2,4,1534,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.94632172199893,-0.655071753665162,-0.22174182498617,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"63","AMB063","Zahamena",1,NA,43,6,2353,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,2.3572990482717,0.158120768126074,0.182428730935934,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"64","AMB064","Zahamena",1,NA,3,3,2277,NA,"Established",NA,"High","Non-migrant",0.766254507000716,NA,-0.865745605650866,-1.06166801456078,0.144923282523138,NA,-0.548148148148148,NA,0.9,0.37037037037037
"65","AMB065","Zahamena",1,NA,5,3,2294,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.704593372954738,-1.06166801456078,0.15331265914179,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"66","AMB066","Zahamena",1,NA,22,8,2324,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,0.665200604962351,0.971313289917309,0.168117441409999,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"67","AMB067","Zahamena",1,NA,9,6,2500,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.382288907562482,0.158120768126074,0.254972164050158,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"68","AMB068","Zahamena",1,NA,5,5,1975,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.704593372954738,-0.248475492769544,-0.00411152564349825,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"69","AMB069","Zahamena",1,NA,27,8,2488,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,1.06808118670267,0.971313289917309,0.249050251142875,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"70","AMB070","Zahamena",1,NA,10,5,2451,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.301712791214418,-0.248475492769544,0.23079101967875,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"71","AMB071","Zahamena",1,NA,40,8,2504,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,2.11557069922751,0.971313289917309,0.256946135019253,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"72","AMB072","Zahamena",1,NA,7,5,1977,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.54344114025861,-0.248475492769544,-0.00312454015895099,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"73","AMB073","Zahamena",1,NA,11,8,2048,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.221136674866354,0.971313289917309,0.0319134445424768,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"75","AMB075","Zahamena",1,NA,40,3,2126,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,2.11557069922751,-1.06166801456078,0.0704058784398201,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"76","AMB076","Zahamena",1,NA,21,8,2332,NA,"Established",NA,"High","Non-migrant",0.766254507000716,NA,0.584624488614287,0.971313289917309,0.172065383348188,NA,-0.548148148148148,NA,0.9,0.37037037037037
"78","AMB078","Zahamena",1,NA,10,5,2486,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.301712791214418,-0.248475492769544,0.248063265658327,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"79","AMB079","Zahamena",1,NA,8,5,2429,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.462865023910546,-0.248475492769544,0.21993417934873,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"80","AMB080","Zahamena",1,NA,16,6,2328,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,0.181743906873967,0.158120768126074,0.170091412379094,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"81","AMB081","Zahamena",1,NA,25,10,2269,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,0.906928954006544,1.78450581170854,0.140975340584949,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"82","AMB082","Zahamena",1,NA,3,2,2276,NA,"Established",NA,"High","Non-migrant",0.766254507000716,NA,-0.865745605650866,-1.4682642754564,0.144429789780865,NA,-0.548148148148148,NA,0.9,0.37037037037037
"83","AMB083","Zahamena",1,NA,7,6,2347,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.54344114025861,0.158120768126074,0.179467774482293,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"84","AMB084","Zahamena",1,NA,32,10,2298,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,1.47096176844299,1.78450581170854,0.155286630110885,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"85","AMB085","Zahamena",1,NA,6,5,2287,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.624017256606674,-0.248475492769544,0.149858209945875,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"86","AMB086","Zahamena",1,NA,14,8,2228,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,0.0205916741778387,0.971313289917309,0.12074213815173,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"88","AMB088","Zahamena",1,NA,7,6,2295,NA,"Established",NA,"Low","Non-migrant",0.766254507000716,NA,-0.54344114025861,0.158120768126074,0.153806151884064,NA,-0.548148148148148,NA,-0.1,0.37037037037037
"138","AMP001","Ampahitra",0,4,8,3,-1703,18.4,"New",21.029,"Low","Migrant",-1.30263266190122,0.107158416093416,-0.462865023910546,-1.06166801456078,-1.81917783172591,-0.245978355728285,0.451851851851852,-0.222624791902914,-0.1,-0.62962962962963
"139","AMP002","Ampahitra",0,4,15,7,-2386,0,"New",13.676,"Low","Migrant",-1.30263266190122,0.107158416093416,0.101167790525903,0.564717029021691,-2.1562333746988,-0.422190471883088,0.451851851851852,-0.296474487919771,-0.1,-0.62962962962963
"140","AMP003","Ampahitra",0,4,2,8,-2713,29.4,"New",25.897,"Low","Migrant",-1.30263266190122,0.107158416093416,-0.94632172199893,0.971313289917309,-2.31760550142228,-0.140634155853131,0.451851851851852,-0.173733139487565,-0.1,-0.62962962962963
"141","AMP004","Ampahitra",0,4,5,6,-1279,29.4,"New",25.897,"Low","Migrant",-1.30263266190122,0.107158416093416,-0.704593372954738,0.158120768126074,-1.60993690900189,-0.140634155853131,0.451851851851852,-0.173733139487565,-0.1,-0.62962962962963
"142","AMP005","Ampahitra",0,4,1,6,-1332,0,"New",13.676,"Low","Migrant",-1.30263266190122,0.107158416093416,-1.02689783834699,0.158120768126074,-1.6360920243424,-0.422190471883088,0.451851851851852,-0.296474487919771,-0.1,-0.62962962962963
"143","AMP006","Ampahitra",1,NA,13,17,-1603,NA,"New",NA,"Low","Non-migrant",0.766254507000716,NA,-0.0599844421702254,4.63067963797787,-1.76982855749855,NA,0.451851851851852,NA,-0.1,0.37037037037037
"144","AMP007","Ampahitra",0,4,1,4,-1651,150.2,"New",128.294,"Low","Migrant",-1.30263266190122,0.107158416093416,-1.02689783834699,-0.655071753665162,-1.79351620912768,1.01623669368492,0.451851851851852,0.854688909069236,-0.1,-0.62962962962963
"145","AMP008","Ampahitra",1,NA,8,10,-2357,NA,"New",NA,"Low","Non-migrant",0.766254507000716,NA,-0.462865023910546,1.78450581170854,-2.14192208517287,NA,0.451851851851852,NA,-0.1,0.37037037037037
"146","AMP009","Ampahitra",1,NA,1,3,-2476,NA,"New",NA,"Low","Non-migrant",0.766254507000716,NA,-1.02689783834699,-1.06166801456078,-2.20064772150343,NA,0.451851851851852,NA,-0.1,0.37037037037037
"147","AMP010","Ampahitra",0,4,4,8,-705,29.4,"New",25.897,"Low","Migrant",-1.30263266190122,0.107158416093416,-0.785169489302802,0.971313289917309,-1.32667207493683,-0.140634155853131,0.451851851851852,-0.173733139487565,-0.1,-0.62962962962963
"148","AMP011","Ampahitra",0,4,1,7,-1596,0,"New",13.676,"Low","Migrant",-1.30263266190122,0.107158416093416,-1.02689783834699,0.564717029021691,-1.76637410830264,-0.422190471883088,0.451851851851852,-0.296474487919771,-0.1,-0.62962962962963
"149","AMP012","Ampahitra",1,NA,4,3,-696,NA,"New",NA,"Low","Non-migrant",0.766254507000716,NA,-0.785169489302802,-1.06166801456078,-1.32223064025637,NA,0.451851851851852,NA,-0.1,0.37037037037037
"150","AMP013","Ampahitra",0,4,12,8,-2134,85.86,"New",85.553,"Low","Migrant",-1.30263266190122,0.107158416093416,-0.14056055851829,0.971313289917309,-2.03187320364585,0.400068891869705,0.451851851851852,0.425420602601603,-0.1,-0.62962962962963
"151","AMP014","Ampahitra",0,5,2,7,-2390,37.57,"New",32.082,"Low","Migrant",-1.30263266190122,1.22950182675604,-0.94632172199893,0.564717029021691,-2.1582073456679,-0.0623921455822213,0.451851851851852,-0.111614226137332,-0.1,-0.62962962962963
"152","AMP015","Ampahitra",0,4,5,12,-644,29.4,"New",25.897,"High","Migrant",-1.30263266190122,0.107158416093416,-0.704593372954738,2.59769833349978,-1.29656901765814,-0.140634155853131,0.451851851851852,-0.173733139487565,0.9,-0.62962962962963
"153","AMP016","Ampahitra",0,4,3,3,-1112,0,"New",13.676,"Low","Migrant",-1.30263266190122,0.107158416093416,-0.865745605650866,-1.06166801456078,-1.5275236210422,-0.422190471883088,0.451851851851852,-0.296474487919771,-0.1,-0.62962962962963
"154","AMP017","Ampahitra",0,4,34,5,-1717,18.4,"New",21.029,"Low","Migrant",-1.30263266190122,0.107158416093416,1.63211400113912,-0.248475492769544,-1.82608673011774,-0.245978355728285,0.451851851851852,-0.222624791902914,-0.1,-0.62962962962963
"155","AMP018","Ampahitra",0,4,1,5,-2949,29.4,"New",25.897,"Low","Migrant",-1.30263266190122,0.107158416093416,-1.02689783834699,-0.248475492769544,-2.43406978859886,-0.140634155853131,0.451851851851852,-0.173733139487565,-0.1,-0.62962962962963
"156","AMP019","Ampahitra",0,3,7,6,-1141,18.4,"New",21.029,"Low","Migrant",-1.30263266190122,-1.0151849945692,-0.54344114025861,0.158120768126074,-1.54183491056813,-0.245978355728285,0.451851851851852,-0.222624791902914,-0.1,-0.62962962962963
"157","AMP020","Ampahitra",0,2,5,5,-772,29.4,"New",25.897,"Low","Migrant",-1.30263266190122,-2.13752840523182,-0.704593372954738,-0.248475492769544,-1.35973608866916,-0.140634155853131,0.451851851851852,-0.173733139487565,-0.1,-0.62962962962963
"158","AMP021","Ampahitra",0,4,9,10,-2408,29.4,"New",25.897,"Low","Migrant",-1.30263266190122,0.107158416093416,-0.382288907562482,1.78450581170854,-2.16709021502882,-0.140634155853131,0.451851851851852,-0.173733139487565,-0.1,-0.62962962962963
"159","AMP022","Ampahitra",0,4,1,5,-1336,29.4,"New",25.897,"Low","Migrant",-1.30263266190122,0.107158416093416,-1.02689783834699,-0.248475492769544,-1.63806599531149,-0.140634155853131,0.451851851851852,-0.173733139487565,-0.1,-0.62962962962963
"160","AMP023","Ampahitra",0,4,45,9,-293,29.4,"New",25.897,"Low","Migrant",-1.30263266190122,0.107158416093416,2.51845128096783,1.37790955081293,-1.12335306512009,-0.140634155853131,0.451851851851852,-0.173733139487565,-0.1,-0.62962962962963
"161","AMP024","Ampahitra",0,4,5,1,-910,77.71,"New",72.187,"High","Migrant",-1.30263266190122,0.107158416093416,-0.704593372954738,-1.87486053635201,-1.42783808710292,0.322018416507659,0.451851851851852,0.291179471503913,0.9,-0.62962962962963
"162","AMP025","Ampahitra",0,4,6,8,-1074,29.4,"New",25.897,"Low","Migrant",-1.30263266190122,0.107158416093416,-0.624017256606674,0.971313289917309,-1.5087708968358,-0.140634155853131,0.451851851851852,-0.173733139487565,-0.1,-0.62962962962963
"163","AMP026","Ampahitra",0,4,10,11,-1410,29.4,"New",25.897,"Low","Migrant",-1.30263266190122,0.107158416093416,-0.301712791214418,2.19110207260416,-1.67458445823974,-0.140634155853131,0.451851851851852,-0.173733139487565,-0.1,-0.62962962962963
"164","AMP027","Ampahitra",1,NA,3,3,-1014,NA,"New",NA,"High","Non-migrant",0.766254507000716,NA,-0.865745605650866,-1.06166801456078,-1.47916133229938,NA,0.451851851851852,NA,0.9,0.37037037037037
"165","AMP028","Ampahitra",0,4,20,7,-76,18.4,"New",21.029,"Low","Migrant",-1.30263266190122,0.107158416093416,0.504048372266223,0.564717029021691,-1.01626514004672,-0.245978355728285,0.451851851851852,-0.222624791902914,-0.1,-0.62962962962963
"166","AMP029","Ampahitra",0,4,5,10,85,0,"New",13.676,"Low","Migrant",-1.30263266190122,0.107158416093416,-0.704593372954738,1.78450581170854,-0.936812808540661,-0.422190471883088,0.451851851851852,-0.296474487919771,-0.1,-0.62962962962963
"167","AMP030","Ampahitra",0,4,8,11,-52,47.013,"New",43.215,"High","Migrant",-1.30263266190122,0.107158416093416,-0.462865023910546,2.19110207260416,-1.00442131423215,0.0280410616378769,0.451851851851852,0.00019981789308787,0.9,-0.62962962962963
"168","AMP031","Ampahitra",0,4,2,4,-61,33.84,"New",34.905,"High","Migrant",-1.30263266190122,0.107158416093416,-0.94632172199893,-0.655071753665162,-1.00886274891261,-0.0981134060853416,0.451851851851852,-0.0832614868668857,0.9,-0.62962962962963
"169","AMP032","Ampahitra",1,NA,6,4,-79,NA,"New",NA,"Low","Non-migrant",0.766254507000716,NA,-0.624017256606674,-0.655071753665162,-1.01774561827354,NA,0.451851851851852,NA,-0.1,0.37037037037037
